地區,大廈名單,最後個案居住日期,相關疑似/確診個案
南區,石排灣邨碧綠樓,,2687
南區,華富(二)邨華翠樓,,2713
南區,華富1邨華光樓,,2111
南區,華富邨(二)華翠樓,,2663
南區,華富邨華泰樓,,2584
南區,華富邨華翠樓,,2112
南區,香港仔中心海龍閣,,2866
南區,香港瑞思酒店 (非住宅),25/07/2020,2485
南區,香港瑞思酒店,,2485
南區,黃竹坑南朗山道29號,,1700
大埔,匡智會總辦事處 (非住宅),21/07/2020,2077
大埔,塘面村,,2067
大埔,大元商場 (非住宅),20/07/2020,2090
大埔,大元商場 (非住宅),20/7/2020,2090
大埔,大元邨泰樂樓,,2090
大埔,大南樓,,2351
大埔,大埔中心19座,,2617
大埔,大埔中心1座,,2045
大埔,大埔中心1期1座,,1919
大埔,大埔中心一期1座,,1806
大埔,大埔廣場宜德閣,,2019
大埔,大埔綜合大樓 (非住宅),18/07/2020,1942
大埔,大埔綜合大樓 (非住宅),22/07/2020,"1942, 1999, 2120"
大埔,大埔綜合大樓 (非住宅),22/7/2020,"1942, 1999, 2120"
大埔,大埔超級城 Cafe Polanka (非住宅),21/07/2020,2077
大埔,大宏街1-3號 (非住宅),18/07/2020,2045
大埔,大宏街1-3號 (非住宅),18/7/2020,2045
大埔,太和廣場 麥當勞 (非住宅),21/07/2020,2180
大埔,太和邨愛和樓 (非住宅),07/07/2020,1550
大埔,宏福苑宏盛閣,,2486
大埔,富亨邨亨昌樓,,2120
大埔,富亨邨亨昌樓,,2854
大埔,富善邨善美樓,,2764
大埔,帝欣苑30座,,1883
大埔,廣褔邨廣祐樓,,1971
大埔,新峰花園19座,,2049
大埔,新達廣場 6 座,,2863
大埔,新達廣場 麥當勞 (非住宅),21/07/2020,2180
大埔,新達廣場6座,,2698
大埔,昌運中心 (非住宅),14/07/2020,1806
大埔,昌運中心 (非住宅),16/07/2020,"1806, 2090"
大埔,昌運中心 (非住宅),16/7/2020,"1806, 2090"
大埔,昌運中心 麥當勞 (非住宅),20/07/2020,2090
大埔,昌運中心 麥當勞 (非住宅),20/7/2020,2090
大埔,昌運中心商場 (非住宅),25/07/2020,2617
大埔,汀角樓 (非住宅),23/07/2020,2394
大埔,汀角路下坑,,1638
大埔,汀角路下坑村,,1656
大埔,汀角路第6約1211S.D.地段大南樓 (非住宅),23/07/2020,2351
大埔,汀角路第6約1211S.D.地段大南樓 (非住宅),23/7/2020,2351
大埔,汀角路第6約1211S.D.地段大南樓地下A、B、C、D及E舖及四樓A室,,2695
大埔,海日灣海曦閣B2,,2244
大埔,獅子石道17號 (非住宅),16/07/2020,2103
大埔,獅子石道17號 (非住宅),16/7/2020,2103
大埔,美心食品廠 (非住宅),18/07/2020,1951
大埔,美心食品廠 (非住宅),18/7/2020,1951
大埔,翠樂街8號  (非住宅),14/07/2020,1806
大埔,翠樂街8號 (非住宅),14/07/2020,1806
大埔,翠樂街8號 (非住宅),14/7/2020,1806
大埔,翠樂街8號 杰昌車行有限公司 (非住宅),14/07/2020,1806
大埔,荔枝山村,,2870
大埔,荔枝山村,,2871
大埔,西澳村,,2000
大埔,運頭塘邨運亨樓,,1692
大埔,運頭塘邨運來樓,,1999
大埔,運頭塘邨運臨樓,,2696
大埔,龍尾村,,2339
屯門,The Parkville 味千拉麵 (非住宅),10/07/2020,1642
屯門,The Parkville 味千拉麵 (非住宅),10/7/2020,1642
屯門,V City 羅麥記 (非住宅),22/07/2020,2176
屯門,V City 謝謝儂 (非住宅),22/07/2020,2176
屯門,V-city 八月花 (非住宅),15/07/2020,1734
屯門,V-city 八月花 (非住宅),15/7/2020,1734
屯門,三聖邨豐漁樓,,1582
屯門,仁愛堂賽馬會社區及體育中心 (非住宅),08/07/2020,1546
屯門,仁愛街市 (非住宅),16/07/2020,2017
屯門,仁愛街市 (非住宅),16/7/2020,2017
屯門,倚嶺南庭,,2773
屯門,偉昌工業中心 祥順景餐廳 (非住宅),13/07/2020,2083
屯門,兆康苑兆基閣,,2400
屯門,兆康苑兆昌閣,,2381
屯門,兆畦苑兆富閣,,2316
屯門,兆禧苑樂禧閣,,2600
屯門,兆禧苑順禧閣,,2288
屯門,兆隆苑,,1296
屯門,兆麟苑嘉麟閣,,2759
屯門,兆麟苑瑞麟閣,,1907
屯門,勤業樓 (非住宅),14/07/2020,1858
屯門,勤業樓 (非住宅),14/7/2020,1858
屯門,卓爾居 (非住宅),19/07/2020,2177
屯門,卓爾居 (非住宅),19/7/2020,2177
屯門,卓爾居3座,,2154
屯門,卓爾居3座,,2176
屯門,卓爾居3座,,2177
屯門,卓爾居3座,,2374
屯門,卓爾居廣場 海港酒樓 (非住宅),11/07/2020,1931
屯門,卓爾居廣場 海港酒樓 (非住宅),11/7/2020,1931
屯門,卓爾廣場 (非住宅),23/07/2020,2598
屯門,卓爾廣場 大快活 (非住宅),24/07/2020,2421
屯門,友愛街市 (非住宅),21/07/2020,"1763, 2015"
屯門,友愛街市 (非住宅),21/07/2020,2015
屯門,友愛街市 (非住宅),21/7/2020,"1763, 2015"
屯門,友愛邨愛信樓,,2421
屯門,友愛邨愛信樓,,2455
屯門,友愛邨愛信樓,,2456
屯門,友愛邨愛信樓,,2459
屯門,友愛邨愛信樓,,2465
屯門,友愛邨愛勇樓 (非住宅),18/07/2020,2168
屯門,友愛邨愛明樓,,2435
屯門,友愛邨愛明樓,,2841
屯門,友愛邨愛義樓 (非住宅),14/07/2020,1647
屯門,友愛邨愛義樓 (非住宅),14/7/2020,1647
屯門,友愛邨愛義樓,,1931
屯門,友愛邨街市 (非住宅),07/07/2020,1571
屯門,啟豐商場 (非住宅),06/07/2020,1296
屯門,啟豐商場 (非住宅),23/07/2020,2492
屯門,嘉悅半島2座,,1778
屯門,大欖涌村,,2399
屯門,大欖涌村101號,,2170
屯門,大興商場 (非住宅),21/07/2020,2119
屯門,大興商場 大家樂 (非住宅),16/07/2020,2156
屯門,大興邨興平樓,,2119
屯門,大興邨興泰樓,,2319
屯門,大興邨興泰樓附翼大厦 (非住宅),24/07/2020,2685
屯門,宣道會陳瑞芝紀念中學 (非住宅),09/07/2020,1402
屯門,富健花園7座,,2171
屯門,富健花園9座,,1654
屯門,富泰商場 (非住宅),18/07/2020,1731
屯門,富泰商場 (非住宅),18/7/2020,1731
屯門,富泰街市 (非住宅),18/07/2020,1731
屯門,富泰街市 (非住宅),18/7/2020,1731
屯門,富泰邨秀泰樓,,1731
屯門,富泰邨秀泰樓,,2493
屯門,寶田中轉房屋2座,,1442
屯門,寶田中轉房屋2座,,1546
屯門,寶田商場 (非住宅),12/07/2020,1546
屯門,寶田商場 (非住宅),12/7/2020,1546
屯門,寶田邨1座,,2819
屯門,小欖22號,,1839
屯門,小欖村,,1571
屯門,小欖村22號,,1571
屯門,小欖村22號,,1839
屯門,屯⾨中央廣場 富臨酒家 (非住宅),17/07/2020,"1739, 1740, 1743, 1783, 1951, 1952, 2017, 2083"
屯門,屯⾨中央廣場 富臨酒家 (非住宅),21/07/2020,"1739, 1740, 1743, 1783, 1951, 1952, 1998, 2017, 2083"
屯門,屯⾨中央廣場富臨酒家 (非住宅),11/07/2020,"1739, 1740, 1743, 1783, 1951, 1952"
屯門,屯門中央廣場 富臨酒家 (非住宅),17/07/2020,2017
屯門,屯門中央廣場 富臨酒家 (非住宅),21/07/2020,"1739, 1740, 1743, 1783, 1951, 1952, 1988, 1993, 1998, 2017, 2083, 2170, 2280, 2308, 2315, 2374, 2381, 2492, 2685, 2763, 2875"
屯門,屯門中央廣場 富臨酒家 (非住宅),21/07/2020,"1739, 1740, 1743, 1783, 1951, 1952, 1993, 1998, 2017, 2083, 2280, 2308, 2315, 2374, 2381, 2492"
屯門,屯門中央廣場 富臨酒家 (非住宅),21/07/2020,"1739, 1740, 1743, 1783, 1951, 1952, 1993, 1998, 2017, 2083, 2280, 2308, 2315, 2374, 2381, 2492, 2685, 2763"
屯門,屯門中央廣場 富臨酒家 (非住宅),21/7/2020,"1739, 1740, 1743, 1783, 1951, 1952, 1993, 1998, 2017, 2083, 2280, 2308"
屯門,屯門公共圖書館 (非住宅),13/07/2020,1734
屯門,屯門公共圖書館 (非住宅),13/7/2020,1734
屯門,屯門市中心 定食8 (非住宅),01/07/2020,"1402, 1403"
屯門,屯門市中心 定食8 (非住宅),1/7/2020,"1402, 1403"
屯門,屯門市廣場 (非住宅),18/07/2020,2192
屯門,屯門市廣場 (非住宅),21/07/2020,"2153, 2192, 2226, 2319"
屯門,屯門市廣場 (非住宅),21/07/2020,"2153, 2226, 2319"
屯門,屯門市廣場 (非住宅),21/7/2020,"2153, 2226, 2319"
屯門,屯門市廣場 太平洋咖啡 (非住宅),16/07/2020,1734
屯門,屯門市廣場 太平洋咖啡 (非住宅),16/7/2020,1734
屯門,屯門市廣場 牛一 (非住宅),16/07/2020,1734
屯門,屯門市廣場 牛一 (非住宅),16/7/2020,1734
屯門,屯門市廣場 稻成小館 (非住宅),14/07/2020,1772
屯門,屯門市廣場 稻成小館 (非住宅),15/07/2020,"1772, 1778"
屯門,屯門市廣場 稻成小館 (非住宅),15/07/2020,1778
屯門,屯門市廣場 稻成小館 (非住宅),15/7/2020,"1772, 1778"
屯門,屯門市廣場1期 名點屋 (非住宅),18/07/2020,2017
屯門,屯門市廣場1期 名點屋 (非住宅),18/7/2020,2017
屯門,屯門市廣場2期 錦麗 (非住宅),17/07/2020,2017
屯門,屯門市廣場2期 錦麗 (非住宅),17/7/2020,2017
屯門,屯門市廣場3期 (非住宅),18/07/2020,1731
屯門,屯門市廣場3期 (非住宅),18/7/2020,1731
屯門,屯門市廣場一期 名點屋 (非住宅),18/07/2020,2017
屯門,屯門時代廣場 (非住宅),14/07/2020,2254
屯門,屯門時代廣場 ‎ 板長壽司 (非住宅),16/07/2020,1778
屯門,屯門時代廣場 ‎ 板長壽司 (非住宅),16/7/2020,1778
屯門,屯門時代廣場 ‎板長壽司 (非住宅),16/07/2020,1778
屯門,屯門時代廣場 稻香 (非住宅),10/07/2020,1546
屯門,屯門時代廣場 稻香 (非住宅),10/7/2020,1546
屯門,屯門時代廣場 越棧 (非住宅),21/07/2020,2119
屯門,屯門時代廣場北翼 (非住宅),20/07/2020,2153
屯門,屯門時代廣場北翼 (非住宅),20/7/2020,2153
屯門,屯門濾水廠 (非住宅),24/07/2020,"2421, 2615"
屯門,屯門濾水廠 (非住宅),24/07/2020,2421
屯門,屯門碼頭 (非住宅),20/07/2020,2377
屯門,屯門警署 (非住宅),24/07/2020,2686
屯門,山景商場 (非住宅),13/07/2020,"1734, 2005"
屯門,山景商場 (非住宅),13/7/2020,"1734, 2005"
屯門,山景商場 一粥麵 (非住宅),19/07/2020,"2005, 2155"
屯門,山景商場 一粥麵 (非住宅),19/7/2020,"2005, 2155"
屯門,山景商場 大家樂 (非住宅),19/07/2020,2155
屯門,山景商場 大家樂 (非住宅),19/7/2020,2155
屯門,山景商場 雲貴軒米線專門店 (非住宅),19/07/2020,2155
屯門,山景商場 雲貴軒米線專門店 (非住宅),19/7/2020,2155
屯門,山景邨 道教青松小學 (非住宅),09/07/2020,1403
屯門,山景邨商場 (非住宅),13/07/2020,1734
屯門,山景邨景業樓,,1734
屯門,山景邨景樂樓,,2005
屯門,山景邨景樂樓,,2155
屯門,山景邨景美樓,,1391
屯門,山景邨景美樓,,1402
屯門,山景邨景美樓,,2156
屯門,山景邨景美樓,,2684
屯門,山景邨景美樓,,2760
屯門,山景邨景華樓,,2334
屯門,康和護老中心黃金分院 (非住宅),23/07/2020,"2254, 2543, 2586"
屯門,康恩園,,2488
屯門,建生邨康生樓,,2153
屯門,建生邨泰生樓,,2784
屯門,建生邨泰生樓,,2785
屯門,彩華花園D座,,2377
屯門,怡峰園5座,,1743
屯門,恒福花園第７座,,2436
屯門,悅湖山莊4座,,2600
屯門,愛定商場 (非住宅),17/07/2020,1763
屯門,愛定商場 (非住宅),18/07/2020,2168
屯門,愛定商場 (非住宅),19/07/2020,"1763, 1894, 2168"
屯門,愛定商場 (非住宅),19/07/2020,1894
屯門,愛定商場 大家樂 (非住宅),21/07/2020,2015
屯門,愛定商場 大家樂 (非住宅),21/7/2020,2015
屯門,愛定商場 大快活 (非住宅),21/07/2020,2015
屯門,愛定商場 大快活 (非住宅),21/7/2020,2015
屯門,愛定商場 彩晶軒 (非住宅),21/07/2020,2015
屯門,愛定商場 彩晶軒 (非住宅),21/7/2020,2015
屯門,慎成大廈,,2649
屯門,掃管笏村129號 (非住宅),19/07/2020,2226
屯門,掃管笏村129號 (非住宅),19/7/2020,2226
屯門,新墟村,,2254
屯門,新墟街市 (非住宅),10/07/2020,"1471, 1561"
屯門,新墟街市 (非住宅),16/07/2020,"1471, 1561, 1907, 1931"
屯門,新墟街市 (非住宅),16/7/2020,"1471, 1561, 1907, 1931"
屯門,新墟街市 (非住宅),23/07/2020,"1471, 1561, 1907,1931, 2154, 2381, 2458, 2598"
屯門,新墟街市 (非住宅),23/07/2020,"1471, 1561, 1907,1931, 2154, 2458, 2598"
屯門,新墟街市 (非住宅),23/07/2020,2458
屯門,新屯門商場 (非住宅),18/07/2020,2017
屯門,新屯門商場 (非住宅),18/7/2020,2017
屯門,新慶村,,2085
屯門,新界南總區警察總部 (非住宅),20/07/2020,2264
屯門,新界南總區警察總部 (非住宅),20/7/2020,2264
屯門,新都大廈 (非住宅),20/07/2020,2377
屯門,明偉大樓 (非住宅),13/07/2020,1858
屯門,明偉大樓 (非住宅),13/7/2020,1858
屯門,景峰花園5座,,2458
屯門,景峰花園5座,,2597
屯門,景峰花園5座,,2598
屯門,景峰花園商場 (非住宅),21/07/2020,"2590, 2592"
屯門,景峰花園商場 (非住宅),21/07/2020,2590
屯門,欣田邨悅田樓,,2398
屯門,泥圍,,2541
屯門,海慧花園,,1471
屯門,海慧花園1座,,1561
屯門,海慧花園1座,,1894
屯門,海翠花園1座,,2763
屯門,海趣坊 (非住宅),21/07/2020,"1797, 2153"
屯門,海趣坊 (非住宅),21/7/2020,"1797, 2153"
屯門,海趣坊 大快活 (非住宅),16/07/2020,1797
屯門,海趣坊 大快活 (非住宅),16/7/2020,1797
屯門,海趣坊 稻香 (非住宅),09/07/2020,1546
屯門,海趣坊 稻香 (非住宅),19/07/2020,2288
屯門,海麗花園 功夫點心 (非住宅),11/07/2020,1546
屯門,海麗花園 功夫點心 (非住宅),11/7/2020,1546
屯門,湖安街䨇寓商場 (非住宅),08/07/2020,1571
屯門,湖景邨湖光樓,,1432
屯門,湖景邨湖暉樓,,2457
屯門,澤豐花園澤國樓,,1772
屯門,田景邨田敦樓,,2562
屯門,田景邨田樂樓,,2280
屯門,田景邨田樂樓,,2707
屯門,福亨村,,2084
屯門,置樂花園 (非住宅),11/07/2020,2167
屯門,翠林花園 翠林茶餐廳 (非住宅),18/07/2020,2177
屯門,翠林花園 翠林茶餐廳 (非住宅),18/7/2020,2177
屯門,翠林花園 輝記潮州粉麵  (非住宅),18/07/2020,2177
屯門,翠林花園 輝記潮州粉麵  (非住宅),18/7/2020,2177
屯門,翠林花園 輝記潮州粉麵 (非住宅),18/07/2020,2177
屯門,翠林花園商場 (非住宅),22/07/2020,2154
屯門,翠濤居3座,,2017
屯門,良景邨良俊樓,,1613
屯門,良景邨良偉樓,,1642
屯門,菜園村 (非住宅),11/07/2020,1772
屯門,菜園村 (非住宅),11/7/2020,1772
屯門,華都商場 (非住宅),14/07/2020,1734
屯門,華都商場 (非住宅),14/7/2020,1734
屯門,華都商場 (非住宅),18/07/2020,"1734, 2192"
屯門,華都商場 (非住宅),18/07/2020,2192
屯門,華都商場 西麵 (非住宅),12/07/2020,1772
屯門,華都商場 西麵 (非住宅),12/7/2020,1772
屯門,華都商場 轉角 (非住宅),15/07/2020,1772
屯門,華都商場 轉角 (非住宅),15/7/2020,1772
屯門,華都商場 雲南小鍋米線 (非住宅),13/07/2020,1743
屯門,華都商場 雲南小鍋米線 (非住宅),13/7/2020,1743
屯門,華都商場E-Mo Korean Restaurant (非住宅),17/07/2020,1778
屯門,華都花園 E-Mo Korean Restaurant (非住宅),17/07/2020,1778
屯門,華都花園 E-Mo Korean Restaurant (非住宅),17/7/2020,1778
屯門,藍地福亨村16號,,2620
屯門,蝴蝶廣場 (非住宅),16/07/2020,1797
屯門,蝴蝶廣場 (非住宅),16/7/2020,1797
屯門,蝴蝶廣場 太興 (非住宅),19/07/2020,2600
屯門,蝴蝶邨蝶聚樓,,1663
屯門,蝴蝶邨蝶聚樓,,1797
屯門,豐景園5座,,1763
屯門,金寶大廈 (非住宅),22/07/2020,2458
屯門,金蘭閣 (非住宅),20/07/2020,2288
屯門,金銘大廈 (非住宅),22/07/2020,2458
屯門,錦華商場 (非住宅),17/07/2020,2254
屯門,錦薈坊 (非住宅),17/07/2020,2017
屯門,錦薈坊 (非住宅),17/7/2020,2017
屯門,雅都商場 (非住宅),22/07/2020,2154
屯門,雅都花園 (非住宅),21/07/2020,2177
屯門,雅都花園 (非住宅),21/7/2020,2177
屯門,青山公路19咪 容龍海鮮酒家 (非住宅),12/07/2020,2335
屯門,青山公路19咪 容龍海鮮酒家 (非住宅),12/7/2020,2335
屯門,青山公路新墟段199號好勝大廈,,1858
屯門,香港內河碼頭 建榮飯堂 (非住宅),02/07/2020,"1269, 1427, 1432, 1490"
屯門,香港內河碼頭 建榮飯堂 (非住宅),2/7/2020,"1269, 1427, 1432, 1490"
屯門,香港屯門貝爾特酒店 (非住宅),17/07/2020,1772
屯門,香港屯門貝爾特酒店 (非住宅),17/7/2020,1772
屯門,香港黃金海岸二期32座,,2226
屯門,黃家圍一台 104、105、106、107、114、115 地下及 112-113 號,,2842
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號 (非住宅),23/07/2020,"2254, 2543, 2586"
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號 (非住宅),23/07/2020,2254
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2477
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2543
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2586
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2587
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2588
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2589
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2590
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2591
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2592
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2701
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2702
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2703
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2704
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2705
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2708
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2745
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2747
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2748
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2749
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2750
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2756
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2793
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2794
屯門,黃家圍一台104、105、106、107、114、115地下及112-113號,,2820
屯門,黃金海岸商場 (非住宅),20/07/2020,2226
屯門,黃金海岸商場 (非住宅),20/7/2020,2226
屯門,黃金海岸商場 太平洋咖啡 (非住宅),21/07/2020,2226
屯門,黃金海岸商場 太平洋咖啡 (非住宅),21/7/2020,2226
屯門,黃金海岸商場 麥當勞 (非住宅),21/07/2020,2226
屯門,黃金海岸商場 麥當勞 (非住宅),21/7/2020,2226
屯門,龍門居 (非住宅),15/07/2020,2254
屯門,龍門居 11座 (非住宅),12/07/2020,1663
屯門,龍門居11座 (非住宅),12/07/2020,1663
屯門,龍門居11座 (非住宅),12/7/2020,1663
屯門,龍門居7座,,1427
屯門,龍門居7座,,1490
東區,佳翠苑顯翠閣,,2824
東區,健康邨三期棕樹樓,,2347
東區,北角匯 (非住宅),20/07/2020,1888
東區,北角匯 (非住宅),20/7/2020,1888
東區,協興工業大廈 (非住宅),15/07/2020,"1878, 2212"
東區,協興工業大廈 (非住宅),15/07/2020,1878
東區,協興工業大廈 (非住宅),15/7/2020,"1878, 2212"
東區,南方大廈 (非住宅),14/07/2020,1633
東區,南方大廈 (非住宅),14/7/2020,1633
東區,和富中心 (非住宅),18/07/2020,1896
東區,和富中心 (非住宅),18/7/2020,1896
東區,城市花園8座,,1707
東區,城市花園8座,,1922
東區,城市花園商場 （城市中心） (非住宅),08/07/2020,"1390, 1447, 1870"
東區,城市花園商場 （城市中心） (非住宅),8/7/2020,"1390, 1447, 1870"
東區,太古坊1座 (非住宅),20/07/2020,2242
東區,太古城中心 (非住宅),17/07/2020,"1376, 1752"
東區,太古城中心 (非住宅),17/7/2020,"1376, 1752"
東區,太古城中心第3期 (非住宅),18/07/2020,1738
東區,太古城中心第3期 (非住宅),18/7/2020,1738
東區,太古城翠湖台鄱陽閣,,2200
東區,太安樓,,1993
東區,如心銅鑼灣海景酒店 阿翁小館 (非住宅),12/07/2020,1520
東區,如心銅鑼灣海景酒店 阿翁小館 (非住宅),12/7/2020,1520
東區,富澤花園富邦閣,,1870
東區,富澤花園富邦閣,,1873
東區,富雅花園金楓閣,,2253
東區,富雅花園金楓閣,,2299
東區,富雅花園金楓閣,,2468
東區,小西灣邨瑞明樓,,1878
東區,小西灣邨瑞明樓,,1977
東區,小西灣邨瑞明樓,,1987
東區,小西灣邨瑞發樓,,1518
東區,峻峰花園B座,,1952
東區,峻峰花園B座,,1988
東區,峻峰花園B座,,1998
東區,得勝大廈 新釗記 (非住宅),14/07/2020,1693
東區,得勝大廈 新釗記 (非住宅),14/7/2020,1693
東區,得勝大廈新釗記 (非住宅),14/07/2020,1693
東區,愛東邨愛逸樓,,2714
東區,新成大樓,,2657
東區,新都城大廈 (非住宅),26/07/2020,2658
東區,明月大廈,,2682
東區,杏花邨第１座,,2427
東區,東勝樓,,2469
東區,東欣苑歡欣閣,,2144
東區,東豪大廈 (非住宅),22/07/2020,2225
東區,東駿苑金駿閣,,1474
東區,東駿苑金駿閣,,1550
東區,東駿苑金駿閣,,2497
東區,柯達大廈2座 (非住宅),15/07/2020,1706
東區,柯達大廈2座 (非住宅),15/7/2020,1706
東區,柴灣邨灣畔樓,,2595
東區,樂融軒 明星金閣海鮮酒家 (非住宅),21/07/2020,1998
東區,樂融軒 明星金閣海鮮酒家 (非住宅),21/7/2020,1998
東區,樂軒臺5座,,1872
東區,海寧大廈 (非住宅),25/07/2020,2658
東區,海山樓,,2091
東區,海峰園高峰閣 (非住宅),17/07/2020,1909
東區,海峰園高峰閣 (非住宅),17/7/2020,1909
東區,海澄大廈,,2658
東區,海關總部大樓 (非住宅),17/07/2020,1769
東區,海關總部大樓 (非住宅),17/7/2020,1769
東區,濱海大廈,,2062
東區,濱海街中興大廈,,2386
東區,理文商業中心 百匯軒 (非住宅),17/07/2020,1707
東區,理文商業中心 百匯軒 (非住宅),17/7/2020,1707
東區,環翠邨利翠樓,,2810
東區,碧麗閣A座,,2354
東區,耀東商場 (非住宅),06/07/2020,1550
東區,耀東邨耀福樓,,2788
東區,耀東邨耀興樓,,2677
東區,耀東邨耀輝樓,,2678
東區,興東邨興祖樓,,1649
東區,興東邨興豐樓,,2790
東區,興華(一)邨興翠樓,,1745
東區,英皇道625號 (非住宅),21/07/2020,2027
東區,英皇道625號 (非住宅),21/7/2020,2027
東區,華蘭中心 (非住宅),06/07/2020,1304
東區,藍灣廣場 (非住宅),16/07/2020,1764
東區,藍灣廣場 (非住宅),16/7/2020,1764
東區,西灣河市政大廈 (非住宅),09/07/2020,1926
東區,譽都 (非住宅),25/07/2020,2677
東區,賽西湖大廈15座,,1447
東區,長匯工業大廈 (非住宅),18/07/2020,"1988, 2144"
東區,長匯工業大廈 (非住宅),18/07/2020,1988
東區,長匯工業大廈 (非住宅),18/7/2020,"1988, 2144"
東區,電氣道134號 (非住宅),18/07/2020,1909
東區,電氣道134號 善心醫務中心 (非住宅),18/07/2020,1909
東區,電氣道134號 善心醫務中心 (非住宅),18/7/2020,1909
東區,電氣道134號善心醫務中心 (非住宅),18/07/2020,1909
東區,電氣道市政大廈 (非住宅),19/07/2020,2276
東區,高山台富山閣,,2787
東區,高山臺富山閣,,2848
沙田,世界花園龍柏閣,,2609
沙田,世界花園龍柏閣,,2735
沙田,乙明邨明恩樓,,2262
沙田,乙明邨明耀樓,,2241
沙田,乙明邨明耀樓,,2392
沙田,乙明邨街5號 (非住宅),08/07/2020,1379
沙田,九龍城浸信會禧年(恩平)小學 (非住宅),07/07/2020,1387
沙田,京瑞廣場1期 (非住宅),13/07/2020,1506
沙田,京瑞廣場1期 豐鍋雞煲 (非住宅),06/07/2020,1293
沙田,京瑞廣場一期 (非住宅),13/07/2020,1506
沙田,京瑞廣場一期 (非住宅),13/7/2020,1506
沙田,京瑞廣場二期 富臨皇宮 (非住宅),18/07/2020,1948
沙田,京瑞廣場二期 富臨皇宮 (非住宅),18/7/2020,1948
沙田,仁安醫院 (非住宅),16/07/2020,2028
沙田,仁安醫院 (非住宅),18/07/2020,"1483, 1584, 1848"
沙田,仁安醫院 (非住宅),18/07/2020,"1483, 1584, 1848, 2028"
沙田,仁安醫院 (非住宅),18/07/2020,"1584, 1848"
沙田,仁安醫院 (非住宅),18/7/2020,"1483, 1584, 1848"
沙田,保良局朱正賢小學 (非住宅),08/07/2020,1378
沙田,利安商場 (非住宅),20/07/2020,1932
沙田,利安商場 (非住宅),20/7/2020,1932
沙田,利安邨利興樓,,1932
沙田,利達工業中心 伙食工業 (非住宅),22/07/2020,2099
沙田,利達工業中心 伙食工業 (非住宅),22/7/2020,2099
沙田,博康商場 (非住宅),15/07/2020,1713
沙田,博康商場 (非住宅),15/7/2020,1713
沙田,博康邨博泰樓,,1693
沙田,博康邨博泰樓,,1713
沙田,名城3期3座,,2579
沙田,嘉順苑,,2306
沙田,嘉順苑,,2310
沙田,嘉順苑,,2580
沙田,嘉順苑,,2868
沙田,大圍嘉順苑,,2180
沙田,大圍街市 (非住宅),19/07/2020,2583
沙田,大圍道天寶樓金裝燉奶佬餐廳 (非住宅),10/07/2020,1610
沙田,天寶樓 金裝燉奶佬餐廳 (非住宅),10/07/2020,1610
沙田,天寶樓 金裝燉奶佬餐廳 (非住宅),10/7/2020,1610
沙田,好運中心 (非住宅),19/07/2020,1807
沙田,好運中心 (非住宅),19/7/2020,1807
沙田,好運中心 唐記包點 (非住宅),20/07/2020,2012
沙田,好運中心 唐記包點 (非住宅),20/7/2020,2012
沙田,威力工業中心 (非住宅),22/07/2020,2099
沙田,威力工業中心 (非住宅),22/7/2020,2099
沙田,富嘉花園2座,,1770
沙田,富嘉花園2座,,1920
沙田,希爾頓中心 (非住宅),20/07/2020,2012
沙田,希爾頓中心 (非住宅),20/7/2020,2012
沙田,希爾頓中心 譚仔三哥米線 (非住宅),09/07/2020,1385
沙田,希爾頓中心 麥當勞 (非住宅),21/07/2020,2180
沙田,帝都酒店 (非住宅),24/07/2020,2882
沙田,廣源邨廣棉樓,,1694
沙田,德安樓 (非住宅),13/07/2020,1584
沙田,德安樓 (非住宅),13/7/2020,1584
沙田,恆安商場 (非住宅),21/07/2020,2267
沙田,恆安邨恆山樓,,2697
沙田,恆安邨恆山樓,,2716
沙田,恆安邨恆峰樓,,2401
沙田,恆峰花園3座,,2529
沙田,恒峰花園3座,,2634
沙田,恒峰花園3座,,2816
沙田,恒峰花園3座,,2817
